loan_id,region,loan_type,credit_score,loan_balance,debt_ratio,num_delinquencies,years_since_orig,default_prob,default_flag
L000378,東京,住宅ローン,829,20630836,0.401,4,0.5,0.012539,0
L000379,大阪,マイカーローン,395,14865819,0.837,4,5.0,0.9999,1
L000380,大阪,マイカーローン,318,48546219,0.78,2,3.0,0.9999,1
L000381,札幌,住宅ローン,305,21058439,0.687,1,3.0,0.9999,1
L000382,名古屋,カードローン,474,32121682,0.801,4,2.0,0.899964,0
L000383,東京,カードローン,390,17370304,0.32,0,3.0,0.9999,1
L000384,大阪,住宅ローン,687,47264062,0.561,2,7.0,0.669655,0
L000385,東京,カードローン,395,47371571,0.755,3,1.0,0.886227,1
L000386,福岡,事業資金,335,46745308,0.649,2,1.0,0.961618,1
L000387,福岡,事業資金,729,46517335,0.517,2,2.0,0.191302,0
L000388,福岡,住宅ローン,626,19715957,0.107,2,1.0,0.244712,0
L000389,東京,マイカーローン,810,40234892,0.177,0,7.0,0.246675,0
L000390,東京,カードローン,494,48446621,0.628,3,5.0,0.9902,1
L000391,東京,住宅ローン,551,16785391,0.37,2,1.0,0.513067,0
L000392,名古屋,事業資金,688,29961851,0.881,2,2.0,0.310227,0
L000393,福岡,住宅ローン,603,31391361,0.539,4,2.0,0.583374,0
L000394,東京,カードローン,302,18822066,0.853,1,7.0,0.991585,1
L000395,東京,事業資金,500,24272351,0.882,1,2.0,0.857124,1
L000396,東京,カードローン,384,48532061,0.619,4,2.0,0.988685,1
L000397,大阪,カードローン,710,42781700,0.948,1,2.0,0.212182,0
L000398,名古屋,事業資金,816,11758926,0.364,4,5.0,0.187006,1
L000399,東京,カードローン,500,19668167,0.8,4,5.0,0.9999,1
L000400,福岡,事業資金,406,20627548,0.373,3,3.0,0.985527,1
L000401,東京,カードローン,720,48159595,0.528,1,2.0,0.216568,0
L000402,福岡,住宅ローン,777,24386616,0.059,4,1.5,0.073479,0
L000403,東京,事業資金,800,4556563,0.474,1,2.0,0.098493,0
L000404,大阪,住宅ローン,389,7913638,0.898,1,3.0,0.992581,1
L000405,名古屋,事業資金,393,36874045,0.242,2,5.0,0.9999,1
L000406,大阪,マイカーローン,535,49160409,0.85,2,7.0,0.985048,1
L000407,札幌,事業資金,348,30110256,0.235,3,5.0,0.975856,1
L000408,東京,事業資金,402,45158519,0.836,2,5.0,0.980359,1
L000409,福岡,マイカーローン,575,41378508,0.762,3,7.0,0.972263,0
L000410,東京,カードローン,664,18889682,0.607,0,3.0,0.475307,0
L000411,名古屋,住宅ローン,458,42506413,0.832,3,7.0,0.974788,1
L000412,東京,住宅ローン,785,34675047,0.799,0,2.0,0.096743,0
L000413,東京,カードローン,506,47982382,0.472,1,1.0,0.645981,0
L000414,東京,カードローン,378,46803505,0.784,3,3.0,0.9999,1
L000415,福岡,事業資金,396,39814014,0.653,1,7.0,0.99203,1
L000416,大阪,住宅ローン,403,6689743,0.267,0,0.5,0.605294,1
L000417,東京,カードローン,479,12605374,0.787,4,3.0,0.9999,1
L000418,福岡,カードローン,323,32385204,0.54,2,2.0,0.974116,1
L000419,大阪,カードローン,827,10063950,0.318,0,2.0,0.060243,0
L000420,福岡,住宅ローン,702,49782901,0.263,2,7.0,0.647614,0
L000421,東京,住宅ローン,466,46983212,0.681,1,2.0,0.927185,1
L000422,東京,マイカーローン,517,7803903,0.548,3,3.0,0.937232,1
L000423,東京,事業資金,787,40323042,0.553,0,2.0,0.088883,0
L000424,札幌,事業資金,391,24589155,0.496,1,7.0,0.9999,1
L000425,東京,事業資金,640,3710957,0.219,0,2.0,0.438318,0
L000426,東京,カードローン,713,17806549,0.414,1,1.0,0.118999,0
L000427,札幌,住宅ローン,392,27371616,0.356,4,2.0,0.970543,1
L000428,東京,マイカーローン,703,39895975,0.635,2,2.0,0.253554,0
L000429,福岡,カードローン,473,29022962,0.256,2,5.0,0.9999,1
L000430,札幌,住宅ローン,427,42956469,0.507,0,2.0,0.946671,0
L000431,名古屋,住宅ローン,669,2997210,0.407,3,1.5,0.245669,0
L000432,東京,住宅ローン,354,8582013,0.149,1,2.0,0.994383,1
L000433,東京,マイカーローン,743,17194509,0.301,2,3.0,0.23167,0
L000434,名古屋,住宅ローン,315,17198166,0.568,4,2.0,0.9999,1
L000435,大阪,カードローン,490,3428156,0.36,2,2.0,0.902963,1
L000436,大阪,住宅ローン,763,47327496,0.788,4,3.0,0.176002,0
L000437,東京,住宅ローン,332,34890134,0.119,2,0.5,0.772797,1
L000438,福岡,カードローン,333,10490583,0.179,4,1.0,0.939933,1
L000439,福岡,マイカーローン,529,33229506,0.636,3,3.0,0.931021,1
L000440,大阪,カードローン,658,40632053,0.918,0,7.0,0.789098,0
L000441,大阪,カードローン,427,15110403,0.391,2,5.0,0.9999,1
L000442,東京,事業資金,796,30512874,0.052,3,3.0,0.136976,0
L000443,大阪,住宅ローン,418,44642344,0.229,4,7.0,0.9999,1
L000444,東京,マイカーローン,571,14812665,0.848,2,5.0,0.931083,0
L000445,福岡,事業資金,357,38067731,0.283,1,3.0,0.9999,1
L000446,福岡,事業資金,572,46645883,0.102,0,3.0,0.830312,1
L000447,東京,マイカーローン,302,7077534,0.242,2,5.0,0.9999,1
L000448,東京,住宅ローン,497,41689448,0.635,3,5.0,0.990136,1
L000449,東京,住宅ローン,363,38728745,0.222,2,1.5,0.97165,1
L000450,大阪,住宅ローン,450,33451644,0.572,3,5.0,0.9999,1
L000451,名古屋,住宅ローン,730,33214913,0.629,2,3.0,0.267485,0
L000452,名古屋,カードローン,379,3158966,0.314,2,0.5,0.698185,1
L000453,東京,カードローン,672,17908406,0.727,4,1.0,0.189259,0
L000454,東京,カードローン,621,12790888,0.1,2,5.0,0.804676,1
L000455,名古屋,住宅ローン,424,38418076,0.532,0,2.0,0.944531,1
L000456,大阪,カードローン,337,40122717,0.542,4,5.0,0.9999,1
L000457,札幌,カードローン,822,1929143,0.436,4,3.0,0.093988,0
L000458,名古屋,マイカーローン,353,12687571,0.36,4,7.0,0.9999,1
L000459,東京,住宅ローン,520,42388025,0.669,1,5.0,0.988947,1
L000460,東京,住宅ローン,569,5017646,0.815,3,1.0,0.425526,0
L000461,名古屋,カードローン,437,13914219,0.687,0,5.0,0.989834,1
L000462,名古屋,マイカーローン,364,41361143,0.713,0,3.0,0.993094,1
L000463,大阪,カードローン,302,35463720,0.605,4,1.5,0.973811,1
L000464,東京,住宅ローン,382,8853033,0.523,4,2.0,0.977653,1
L000465,大阪,住宅ローン,578,12928769,0.728,4,1.0,0.413565,1
L000466,福岡,事業資金,797,30095541,0.785,0,2.0,0.077125,0
L000467,札幌,マイカーローン,629,12114050,0.062,0,3.0,0.618131,0
L000468,名古屋,カードローン,791,30568299,0.922,2,2.0,0.099573,0
L000469,大阪,カードローン,308,8097818,0.775,4,3.0,0.9999,1
L000470,名古屋,住宅ローン,553,32138234,0.219,4,5.0,0.967277,1
L000471,福岡,住宅ローン,572,12018542,0.263,0,3.0,0.808039,1
L000472,福岡,住宅ローン,361,47460284,0.928,1,1.0,0.896999,1
L000473,大阪,事業資金,345,14056173,0.941,3,2.0,0.9999,1
L000474,東京,住宅ローン,323,20854024,0.12,0,2.0,0.9999,1
L000475,福岡,事業資金,432,8846780,0.149,0,2.0,0.977407,1
L000476,福岡,カードローン,334,22387832,0.942,3,5.0,0.989263,1
L000477,福岡,マイカーローン,487,7267179,0.417,4,2.0,0.902864,1
L000478,福岡,マイカーローン,480,26028579,0.757,3,3.0,0.95159,1
L000479,東京,住宅ローン,512,25751437,0.892,2,2.0,0.856386,1
L000480,札幌,カードローン,763,6672289,0.329,4,5.0,0.271348,0
L000481,名古屋,住宅ローン,513,7685734,0.678,3,1.5,0.743954,1
L000482,札幌,マイカーローン,490,42822829,0.411,2,2.0,0.895583,1
L000483,福岡,事業資金,662,30000971,0.504,3,3.0,0.476986,1
L000484,東京,カードローン,348,34853515,0.339,4,2.0,0.990619,1
L000485,東京,マイカーローン,400,11404024,0.111,3,3.0,0.987182,1
L000486,東京,マイカーローン,354,5288283,0.194,0,1.5,0.987777,0
L000487,福岡,住宅ローン,302,27823017,0.241,3,7.0,0.9999,1
L000488,東京,事業資金,605,3584306,0.546,4,3.0,0.710463,1
L000489,札幌,住宅ローン,508,1455035,0.936,1,3.0,0.954718,0
L000490,大阪,マイカーローン,531,25685299,0.546,2,7.0,0.990625,0
L000491,東京,マイカーローン,557,28146814,0.138,1,2.0,0.757597,0
L000492,札幌,住宅ローン,399,4346388,0.233,0,7.0,0.9999,1
L000493,名古屋,マイカーローン,457,1901744,0.512,1,1.0,0.759867,1
L000494,名古屋,事業資金,766,27653850,0.226,1,7.0,0.371316,0
L000495,名古屋,カードローン,822,46105655,0.669,4,3.0,0.071331,0
L000496,大阪,カードローン,593,41899839,0.44,2,3.0,0.732813,0
L000497,大阪,マイカーローン,449,3462329,0.164,2,2.0,0.962846,0
L000498,大阪,住宅ローン,845,7722585,0.351,4,1.5,0.061846,0
L000499,大阪,カードローン,558,43831640,0.15,1,7.0,0.9999,1
L000500,名古屋,住宅ローン,456,30903990,0.385,2,1.5,0.880262,1
L000501,大阪,マイカーローン,781,5012818,0.585,2,5.0,0.23947,0
L000502,東京,カードローン,348,36296048,0.06,4,1.0,0.912546,1
L000503,福岡,マイカーローン,379,47259869,0.939,1,5.0,0.994544,1
L000504,大阪,カードローン,553,8391422,0.407,3,5.0,0.986226,0
L000505,福岡,住宅ローン,300,34066877,0.151,4,1.5,0.99021,1
L000506,福岡,住宅ローン,559,42458707,0.552,3,7.0,0.977412,0
L000507,大阪,カードローン,602,12145801,0.252,1,2.0,0.56503,0
L000508,大阪,住宅ローン,465,8355125,0.504,2,1.0,0.724272,0
L000509,大阪,住宅ローン,845,21933411,0.723,1,2.0,0.067401,0
L000510,名古屋,住宅ローン,345,37485991,0.492,0,7.0,0.9999,1
L000511,東京,カードローン,699,45815846,0.451,2,1.0,0.152244,1
L000512,東京,カードローン,534,27072388,0.207,1,3.0,0.878607,1
L000513,東京,住宅ローン,714,29875526,0.92,0,1.0,0.1113,0
L000514,札幌,事業資金,816,18245604,0.798,3,3.0,0.098359,0
L000515,大阪,マイカーローン,510,22678286,0.259,2,1.0,0.655209,1
L000516,名古屋,マイカーローン,615,12331114,0.514,4,7.0,0.904369,0
L000517,札幌,カードローン,760,30097961,0.668,4,7.0,0.391684,0
L000518,福岡,カードローン,693,39958775,0.893,2,7.0,0.657831,0
L000519,名古屋,住宅ローン,381,37783424,0.158,0,5.0,0.9999,1
L000520,東京,住宅ローン,613,2603714,0.108,3,2.0,0.519941,1
L000521,名古屋,カードローン,814,7083279,0.88,2,2.0,0.056261,0
L000522,名古屋,カードローン,793,43235986,0.199,0,2.0,0.094517,0
L000523,東京,事業資金,548,41401294,0.613,4,2.0,0.763307,1
L000524,大阪,住宅ローン,524,35938927,0.652,2,1.5,0.722364,0
L000525,大阪,事業資金,743,14094056,0.837,2,7.0,0.462997,0
L000526,札幌,カードローン,345,5769668,0.487,4,2.0,0.9999,1
L000527,東京,カードローン,829,34174484,0.861,4,2.0,0.069589,0
L000528,福岡,マイカーローン,591,44756957,0.585,2,7.0,0.964141,0
L000529,大阪,カードローン,673,46767202,0.129,1,2.0,0.33735,0
L000530,札幌,住宅ローン,807,12925626,0.664,0,2.0,0.097962,0
L000531,名古屋,マイカーローン,834,1523251,0.162,0,3.0,0.064154,0
L000532,名古屋,カードローン,695,38631138,0.209,0,3.0,0.359342,1
L000533,東京,カードローン,677,6817527,0.272,2,2.0,0.310269,0
L000534,東京,住宅ローン,623,18237550,0.379,1,1.5,0.393323,0
L000535,大阪,カードローン,844,41262633,0.423,4,3.0,0.072194,0
L000536,名古屋,住宅ローン,413,15968522,0.686,3,1.0,0.840979,0
L000537,名古屋,住宅ローン,659,11832533,0.568,1,3.0,0.464419,0
L000538,大阪,カードローン,588,31972750,0.445,2,3.0,0.753869,0
L000539,東京,住宅ローン,645,8819399,0.212,4,3.0,0.515742,0
L000540,東京,カードローン,308,19393093,0.74,2,2.0,0.9999,1
L000541,名古屋,事業資金,604,30635156,0.8,4,2.0,0.554704,0
L000542,大阪,事業資金,437,25877468,0.326,4,1.5,0.893732,1
L000543,名古屋,住宅ローン,367,37579760,0.807,2,5.0,0.964471,1
L000544,札幌,住宅ローン,640,5135649,0.444,4,3.0,0.583469,0
L000545,札幌,マイカーローン,517,23328427,0.133,4,3.0,0.941355,0
L000546,大阪,事業資金,328,12696310,0.51,1,7.0,0.969771,1
L000547,大阪,マイカーローン,318,28698118,0.449,0,5.0,0.992714,1
L000548,大阪,マイカーローン,760,34262839,0.452,1,2.0,0.130964,0
L000549,大阪,事業資金,538,28670988,0.805,2,5.0,0.97623,1
L000550,札幌,カードローン,777,21599628,0.321,0,3.0,0.159336,0
L000551,東京,事業資金,536,17217552,0.607,1,2.0,0.796907,1
L000552,大阪,カードローン,319,43248669,0.549,3,1.0,0.947017,1
L000553,東京,住宅ローン,759,7748858,0.603,0,2.0,0.110608,1
L000554,福岡,住宅ローン,625,28632571,0.177,3,1.5,0.408525,1
L000555,大阪,事業資金,317,31659600,0.75,0,5.0,0.999692,1
L000556,東京,マイカーローン,565,35771190,0.345,1,3.0,0.831125,0
L000557,福岡,カードローン,397,7319154,0.103,2,1.0,0.871521,0
L000558,名古屋,住宅ローン,795,19637197,0.891,0,1.0,0.049648,0
L000559,東京,住宅ローン,539,17741738,0.535,4,1.0,0.514786,1
L000560,東京,住宅ローン,597,44493603,0.131,2,5.0,0.885125,1
L000561,大阪,住宅ローン,724,34251795,0.228,1,7.0,0.527944,0
L000562,大阪,住宅ローン,339,39122897,0.431,1,1.5,0.987752,1
L000563,福岡,カードローン,342,39913600,0.354,1,1.0,0.957945,1
L000564,福岡,住宅ローン,318,12235344,0.407,0,3.0,0.997776,1
L000565,大阪,事業資金,506,45297897,0.372,2,2.0,0.870774,0
L000566,東京,カードローン,639,10377049,0.143,4,3.0,0.579217,0
L000567,大阪,マイカーローン,302,48212092,0.907,2,2.0,0.991459,1
L000568,大阪,カードローン,648,6067942,0.522,4,5.0,0.728902,0
L000569,東京,マイカーローン,842,2388588,0.54,4,3.0,0.065148,0
L000570,東京,マイカーローン,662,38298455,0.478,4,5.0,0.695883,0
L000571,東京,事業資金,716,38738006,0.152,1,3.0,0.320595,0
L000572,札幌,カードローン,450,40832907,0.425,4,3.0,0.990519,0
L000573,東京,事業資金,314,25257753,0.297,0,3.0,0.99877,1
L000574,大阪,カードローン,751,48473460,0.45,1,3.0,0.203893,0
L000575,大阪,事業資金,522,10612140,0.662,3,2.0,0.836047,1
L000576,大阪,事業資金,451,17926966,0.661,2,2.0,0.921727,1
L000577,東京,事業資金,344,40892500,0.659,3,0.5,0.729363,1
L000578,大阪,住宅ローン,843,47408209,0.9,1,0.5,0.00718,0
L000579,東京,事業資金,791,28553118,0.206,2,2.0,0.092019,0
L000580,東京,住宅ローン,699,45796016,0.464,3,5.0,0.515086,0
L000581,東京,カードローン,684,765830,0.168,3,3.0,0.391755,0
L000582,福岡,事業資金,361,37096797,0.668,2,2.0,0.9999,1
L000583,札幌,マイカーローン,548,14944118,0.77,0,2.0,0.779937,1
L000584,東京,住宅ローン,301,15033424,0.449,0,5.0,0.9999,1
L000585,東京,マイカーローン,834,13848896,0.669,3,5.0,0.135271,0
L000586,東京,住宅ローン,500,31723012,0.277,3,3.0,0.960654,1
L000587,大阪,カードローン,745,26779780,0.651,3,5.0,0.347492,0
L000588,東京,住宅ローン,427,30667358,0.888,2,7.0,0.983343,1
L000589,大阪,事業資金,678,559459,0.501,3,3.0,0.412413,0
L000590,東京,事業資金,569,48872044,0.165,3,7.0,0.98362,1
L000591,東京,事業資金,606,33938059,0.472,0,1.0,0.341618,0
L000592,大阪,カードローン,488,11847741,0.508,3,5.0,0.9999,1
L000593,福岡,事業資金,586,2697335,0.379,2,1.0,0.390533,0
L000594,名古屋,カードローン,620,3389256,0.831,3,1.5,0.363953,0
L000595,大阪,住宅ローン,597,602756,0.248,4,2.0,0.593313,0
L000596,大阪,カードローン,732,37796057,0.232,0,1.0,0.098304,0
L000597,東京,カードローン,413,20134704,0.53,0,3.0,0.9999,1
L000598,福岡,カードローン,473,48378481,0.738,2,2.0,0.946408,0
L000599,東京,住宅ローン,619,11089124,0.911,2,1.0,0.28347,1
L000600,大阪,カードローン,555,41673209,0.37,0,1.5,0.629721,1
L000601,福岡,住宅ローン,593,30801765,0.798,3,0.5,0.192273,0
L000602,東京,住宅ローン,320,31018521,0.547,1,7.0,0.987006,1
L000603,東京,カードローン,633,30526416,0.478,2,7.0,0.892268,0
L000604,福岡,住宅ローン,549,31829766,0.451,1,1.5,0.651737,0
L000605,福岡,マイカーローン,479,38305286,0.822,0,3.0,0.988694,0
L000606,福岡,カードローン,499,2955734,0.825,1,0.5,0.393209,0
L000607,福岡,住宅ローン,440,46544364,0.212,3,2.0,0.95768,0
L000608,大阪,住宅ローン,601,9747942,0.802,1,3.0,0.712268,0
L000609,福岡,住宅ローン,442,46206088,0.734,4,1.5,0.887656,1
L000610,大阪,カードローン,321,47613264,0.417,2,2.0,0.969312,1
L000611,福岡,事業資金,388,40646488,0.595,0,1.0,0.898373,1
L000612,東京,マイカーローン,400,43367993,0.464,4,1.0,0.853191,1
L000613,大阪,住宅ローン,486,11926202,0.494,0,0.5,0.42841,1
L000614,大阪,マイカーローン,485,32303563,0.499,3,2.0,0.91152,0
L000615,札幌,カードローン,388,12043638,0.263,4,2.0,0.990039,1
L000616,東京,事業資金,528,13520333,0.605,2,2.0,0.814481,0
L000617,名古屋,カードローン,451,29661706,0.169,4,1.5,0.877828,1
L000618,大阪,カードローン,353,29209682,0.397,2,2.0,0.9999,1
L000619,福岡,カードローン,381,7215829,0.346,0,0.5,0.686369,1
L000620,名古屋,事業資金,789,2072298,0.162,3,2.0,0.12143,0
L000621,大阪,カードローン,784,43778247,0.768,0,3.0,0.123073,0
L000622,東京,カードローン,570,18251799,0.312,3,5.0,0.940185,1
L000623,札幌,事業資金,442,624153,0.939,3,7.0,0.98511,1
L000624,札幌,住宅ローン,823,22314212,0.526,0,2.0,0.045422,0
L000625,名古屋,事業資金,502,4408769,0.768,1,7.0,0.9999,1
L000626,大阪,住宅ローン,409,31362540,0.876,0,7.0,0.9999,1
L000627,東京,事業資金,833,27019701,0.947,2,1.0,0.034542,0
L000628,大阪,マイカーローン,593,48291320,0.897,2,2.0,0.633822,0
L000629,大阪,事業資金,308,6594109,0.738,1,1.5,0.9999,1
L000630,名古屋,マイカーローン,537,18607021,0.934,0,5.0,0.96489,1
L000631,大阪,カードローン,824,13604284,0.201,4,3.0,0.097968,0
L000632,東京,事業資金,357,26920619,0.86,0,7.0,0.9999,1
L000633,名古屋,住宅ローン,713,37285064,0.556,4,1.0,0.127428,1
L000634,札幌,マイカーローン,699,17582173,0.053,2,2.0,0.263554,0
L000635,東京,住宅ローン,840,37471265,0.113,2,2.0,0.076757,0
L000636,東京,住宅ローン,544,47230704,0.695,1,3.0,0.905062,1
L000637,東京,カードローン,411,36687019,0.42,0,2.0,0.999678,0
L000638,東京,カードローン,757,18347334,0.533,0,3.0,0.201045,0
L000639,東京,カードローン,753,41593336,0.63,0,1.0,0.048757,0
L000640,東京,マイカーローン,591,27668372,0.401,1,7.0,0.977115,0
L000641,名古屋,事業資金,454,49385815,0.222,2,2.0,0.933887,1
L000642,名古屋,住宅ローン,765,11784958,0.751,0,2.0,0.1138,0
L000643,東京,事業資金,671,14634999,0.235,1,1.5,0.251229,0
L000644,東京,住宅ローン,751,13492867,0.593,3,2.0,0.139552,0
L000645,大阪,カードローン,675,23784843,0.761,0,2.0,0.321347,0
L000646,東京,カードローン,389,45754156,0.499,3,1.5,0.976021,1
L000647,東京,カードローン,490,4504099,0.657,2,2.0,0.91161,1
L000648,大阪,マイカーローン,490,20280333,0.855,1,5.0,0.9999,0
L000649,東京,マイカーローン,443,14737274,0.68,0,5.0,0.998808,0
L000650,東京,事業資金,510,9744447,0.191,1,3.0,0.967673,1
L000651,東京,住宅ローン,344,23114487,0.842,0,3.0,0.997566,1
L000652,大阪,事業資金,673,30293354,0.47,3,3.0,0.450231,0
L000653,東京,カードローン,765,35003586,0.442,0,2.0,0.101382,0
L000654,東京,住宅ローン,668,21077839,0.909,0,1.0,0.163104,1
L000655,名古屋,住宅ローン,600,20760414,0.248,2,1.0,0.345712,1
L000656,福岡,事業資金,421,37603897,0.718,1,2.0,0.981877,0
L000657,名古屋,事業資金,745,35409243,0.32,0,1.0,0.090329,0
L000658,大阪,住宅ローン,786,49267078,0.619,3,1.0,0.001447,0
